# hmmsearch :: search profile(s) against a sequence database
# HMMER 3.4 (Aug 2023); http://hmmer.org/
# Copyright (C) 2023 Howard Hughes Medical Institute.
# Freely distributed under the BSD open source license.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query HMM file:                  /home/cordon_jc/prosite_alignments_for_logos/hmmer_hhm/PS00108.msa.hmm
# target sequence database:        /home/cordon_jc/kinases_IPR000719 (2).fasta
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       PS00108  [M=13]
Scores for complete sequences (score includes all domains):
   --- full sequence ---   --- best 1 domain ---    -#dom-
    E-value  score  bias    E-value  score  bias    exp  N  Sequence                                          Description
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   24.5   0.4   2.5e-06   3.3e-06       1      13 []     140     152 ..     140     152 .. 0.95

  Alignments for each domain:
  == domain 1  score: 24.5 bits;  conditional E-value: 2.5e-06
                            PS00108   1 iiHRDlKPeNiLl 13 
                                        ++HRDlKP+NiL+
  Q6FIU2|reviewed|Mitogen-activated 140 VVHRDLKPSNILI 152
                                        79**********8 PP

>> Q8BSK8|reviewed|Ribosomal  protein S6 kinase beta-1|taxID:10090
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.5   0.3   4.9e-06   6.6e-06       1      13 []     214     226 ..     214     226 .. 0.97

  Alignments for each domain:
  == domain 1  score: 23.5 bits;  conditional E-value: 4.9e-06
                    PS00108   1 iiHRDlKPeNiLl 13 
                                ii+RDlKPeNi+l
  Q8BSK8|reviewed|Ribosomal 214 IIYRDLKPENIML 226
                                9**********98 PP

>> B5DK35|reviewed|Serine/threonine-protein  kinase GA29083|taxID:46245
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.3   0.6   5.8e-06   7.8e-06       1      13 []     601     613 ..     601     613 .. 0.95

  Alignments for each domain:
  == domain 1  score: 23.3 bits;  conditional E-value: 5.8e-06
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               i+HRD+KPeN+L+
  B5DK35|reviewed|Serine/threonine-protein 601 IVHRDIKPENLLV 613
                                               9**********97 PP

>> P67999|reviewed|Ribosomal  protein S6 kinase beta-1|taxID:10116
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.5   0.3   4.9e-06   6.6e-06       1      13 []     214     226 ..     214     226 .. 0.97

  Alignments for each domain:
  == domain 1  score: 23.5 bits;  conditional E-value: 4.9e-06
                    PS00108   1 iiHRDlKPeNiLl 13 
                                ii+RDlKPeNi+l
  P67999|reviewed|Ribosomal 214 IIYRDLKPENIML 226
                                9**********98 PP

>> B4GXC2|reviewed|Serine/threonine-protein  kinase GL21140|taxID:7234
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.3   0.6   5.8e-06   7.8e-06       1      13 []     601     613 ..     601     613 .. 0.95

  Alignments for each domain:
  == domain 1  score: 23.3 bits;  conditional E-value: 5.8e-06
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               i+HRD+KPeN+L+
  B4GXC2|reviewed|Serine/threonine-protein 601 IVHRDIKPENLLV 613
                                               9**********97 PP

>> Q8IWQ3|reviewed|Serine/threonine-protein  kinase BRSK2|taxID:9606
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.5   0.5   4.9e-06   6.6e-06       1      13 []     137     149 ..     137     149 .. 0.96

  Alignments for each domain:
  == domain 1  score: 23.5 bits;  conditional E-value: 4.9e-06
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               i+HRDlKPeN+Ll
  Q8IWQ3|reviewed|Serine/threonine-protein 137 ICHRDLKPENLLL 149
                                               89**********8 PP

>> Q9C6P3|reviewed|Calcium-dependent  protein kinase 33|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.1   0.1   6.6e-06   8.9e-06       1      13 []     193     205 ..     193     205 .. 0.95

  Alignments for each domain:
  == domain 1  score: 23.1 bits;  conditional E-value: 6.6e-06
                            PS00108   1 iiHRDlKPeNiLl 13 
                                        ++HRDlKPeN+Ll
  Q9C6P3|reviewed|Calcium-dependent 193 VMHRDLKPENFLL 205
                                        79**********8 PP

>> P23443|reviewed|Ribosomal  protein S6 kinase beta-1|taxID:9606
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.5   0.3   4.9e-06   6.6e-06       1      13 []     214     226 ..     214     226 .. 0.97

  Alignments for each domain:
  == domain 1  score: 23.5 bits;  conditional E-value: 4.9e-06
                    PS00108   1 iiHRDlKPeNiLl 13 
                                ii+RDlKPeNi+l
  P23443|reviewed|Ribosomal 214 IIYRDLKPENIML 226
                                9**********98 PP

>> Q3Y416|reviewed|Calcium/calmodulin-dependent  protein kinase kinase|taxID:6239
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.2   0.7   6.3e-06   8.5e-06       1      13 []     272     284 ..     272     284 .. 0.97

  Alignments for each domain:
  == domain 1  score: 23.2 bits;  conditional E-value: 6.3e-06
                                       PS00108   1 iiHRDlKPeNiLl 13 
                                                   i+HRD+KP+N+Ll
  Q3Y416|reviewed|Calcium/calmodulin-dependent 272 IVHRDIKPSNLLL 284
                                                   9***********8 PP

>> P67998|reviewed|Ribosomal  protein S6 kinase beta-1|taxID:9986
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.5   0.3   4.9e-06   6.6e-06       1      13 []     214     226 ..     214     226 .. 0.97

  Alignments for each domain:
  == domain 1  score: 23.5 bits;  conditional E-value: 4.9e-06
                    PS00108   1 iiHRDlKPeNiLl 13 
                                ii+RDlKPeNi+l
  P67998|reviewed|Ribosomal 214 IIYRDLKPENIML 226
                                9**********98 PP

>> O15075|reviewed|Serine/threonine-protein  kinase DCLK1|taxID:9606
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.3   0.6   5.7e-06   7.6e-06       1      13 []     507     519 ..     507     519 .. 0.95

  Alignments for each domain:
  == domain 1  score: 23.3 bits;  conditional E-value: 5.7e-06
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               i+HRD+KPeN+L+
  O15075|reviewed|Serine/threonine-protein 507 IVHRDIKPENLLV 519
                                               9**********97 PP

>> Q9QYZ3|reviewed|Sperm  motility kinase 2B|taxID:10090
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.4   0.9   5.6e-06   7.6e-06       1      13 []     123     135 ..     123     135 .. 0.95

  Alignments for each domain:
  == domain 1  score: 23.4 bits;  conditional E-value: 5.6e-06
                PS00108   1 iiHRDlKPeNiLl 13 
                            i+HRDlKP+Ni++
  Q9QYZ3|reviewed|Sperm 123 IVHRDLKPDNIMV 135
                            9**********96 PP

>> Q6TJY3|reviewed|Ribosomal  protein S6 kinase beta-1|taxID:9913
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.5   0.3   4.9e-06   6.6e-06       1      13 []     214     226 ..     214     226 .. 0.97

  Alignments for each domain:
  == domain 1  score: 23.5 bits;  conditional E-value: 4.9e-06
                    PS00108   1 iiHRDlKPeNiLl 13 
                                ii+RDlKPeNi+l
  Q6TJY3|reviewed|Ribosomal 214 IIYRDLKPENIML 226
                                9**********98 PP

>> C0LGF4|reviewed|LRR  receptor-like serine/threonine-protein kinase FEI 1|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   22.8   0.7   8.2e-06   1.1e-05       1      13 []     425     437 ..     425     437 .. 0.97

  Alignments for each domain:
  == domain 1  score: 22.8 bits;  conditional E-value: 8.2e-06
              PS00108   1 iiHRDlKPeNiLl 13 
                          iiHRD+K++NiLl
  C0LGF4|reviewed|LRR 425 IIHRDIKSSNILL 437
                          9***********8 PP

>> P32581|reviewed|Meiosis  induction protein kinase IME2/SME1|taxID:559292
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   22.8   0.3   8.2e-06   1.1e-05       2      13 .]     190     201 ..     189     201 .. 0.92

  Alignments for each domain:
  == domain 1  score: 22.8 bits;  conditional E-value: 8.2e-06
                  PS00108   2 iHRDlKPeNiLl 13 
                               HRDlKPeNiL+
  P32581|reviewed|Meiosis 190 FHRDLKPENILI 201
                              6**********8 PP

>> Q6RET7|reviewed|Calcium  and calcium/calmodulin-dependent serine/threonine-protein kinase DMI-3|taxID:3880
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   22.9   0.1   7.9e-06   1.1e-05       1      13 []     167     179 ..     167     179 .. 0.94

  Alignments for each domain:
  == domain 1  score: 22.9 bits;  conditional E-value: 7.9e-06
                  PS00108   1 iiHRDlKPeNiLl 13 
                              i+HRDlKPeN L+
  Q6RET7|reviewed|Calcium 167 IVHRDLKPENCLF 179
                              9*********995 PP

>> Q9JLM8|reviewed|Serine/threonine-protein  kinase DCLK1|taxID:10090
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.3   0.6   5.8e-06   7.8e-06       1      13 []     523     535 ..     523     535 .. 0.95

  Alignments for each domain:
  == domain 1  score: 23.3 bits;  conditional E-value: 5.8e-06
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               i+HRD+KPeN+L+
  Q9JLM8|reviewed|Serine/threonine-protein 523 IVHRDIKPENLLV 535
                                               9**********97 PP

>> Q80ZW0|reviewed|Serine/threonine-protein  kinase 35|taxID:10090
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.5   2.3   5.2e-06   6.9e-06       1      13 []     361     373 ..     361     373 .. 0.96

  Alignments for each domain:
  == domain 1  score: 23.5 bits;  conditional E-value: 5.2e-06
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               i+HRDlKP+NiL+
  Q80ZW0|reviewed|Serine/threonine-protein 361 IVHRDLKPDNILI 373
                                               9***********8 PP

>> Q4R6S5|reviewed|Dual  specificity tyrosine-phosphorylation-regulated kinase 3|taxID:9541
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.2   1.2   6.2e-06   8.3e-06       1      13 []     311     323 ..     311     323 .. 0.97

  Alignments for each domain:
  == domain 1  score: 23.2 bits;  conditional E-value: 6.2e-06
               PS00108   1 iiHRDlKPeNiLl 13 
                           iiH+DlKPeNiLl
  Q4R6S5|reviewed|Dual 311 IIHCDLKPENILL 323
                           9***********8 PP

>> P34556|reviewed|Cyclin-dependent  kinase 1|taxID:6239
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.1   0.2   6.5e-06   8.8e-06       1      13 []     142     154 ..     142     154 .. 0.95

  Alignments for each domain:
  == domain 1  score: 23.1 bits;  conditional E-value: 6.5e-06
                           PS00108   1 iiHRDlKPeNiLl 13 
                                       +iHRDlKP+N+L+
  P34556|reviewed|Cyclin-dependent 142 VIHRDLKPQNLLV 154
                                       8**********97 PP

>> Q6TGC6|reviewed|Serine/threonine-protein  kinase CBK1|taxID:4754
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.2   2.0   6.1e-06   8.3e-06       1      13 []     245     257 ..     245     257 .. 0.95

  Alignments for each domain:
  == domain 1  score: 23.2 bits;  conditional E-value: 6.1e-06
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               +iHRD+KP+NiL+
  Q6TGC6|reviewed|Serine/threonine-protein 245 FIHRDIKPDNILI 257
                                               7***********8 PP

>> Q00534|reviewed|Cyclin-dependent  kinase 6|taxID:9606
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   24.4   0.1   2.6e-06   3.5e-06       1      13 []     141     153 ..     141     153 .. 0.95

  Alignments for each domain:
  == domain 1  score: 24.4 bits;  conditional E-value: 2.6e-06
                           PS00108   1 iiHRDlKPeNiLl 13 
                                       ++HRDlKP+NiL+
  Q00534|reviewed|Cyclin-dependent 141 VVHRDLKPQNILV 153
                                       79**********7 PP

>> Q64261|reviewed|Cyclin-dependent  kinase 6|taxID:10090
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   24.4   0.1   2.6e-06   3.5e-06       1      13 []     141     153 ..     141     153 .. 0.95

  Alignments for each domain:
  == domain 1  score: 24.4 bits;  conditional E-value: 2.6e-06
                           PS00108   1 iiHRDlKPeNiLl 13 
                                       ++HRDlKP+NiL+
  Q64261|reviewed|Cyclin-dependent 141 VVHRDLKPQNILV 153
                                       79**********7 PP

>> Q7XIT1|reviewed|Serine/threonine-protein  kinase/endoribonuclease IRE1|taxID:39947
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   22.9   0.5     8e-06   1.1e-05       1      13 []     621     633 ..     621     633 .. 0.96

  Alignments for each domain:
  == domain 1  score: 22.9 bits;  conditional E-value: 8e-06
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               iiHRDlKP+N+L+
  Q7XIT1|reviewed|Serine/threonine-protein 621 IIHRDLKPQNVLI 633
                                               9***********7 PP

>> P90866|reviewed|Cyclin-dependent  kinase 8|taxID:6239
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   22.5   0.5   1.1e-05   1.5e-05       1      13 []     154     166 ..     154     166 .. 0.95

  Alignments for each domain:
  == domain 1  score: 22.5 bits;  conditional E-value: 1.1e-05
                           PS00108   1 iiHRDlKPeNiLl 13 
                                       ++HRDlKP+NiLl
  P90866|reviewed|Cyclin-dependent 154 VLHRDLKPANILL 166
                                       79**********8 PP

>> D3ZML2|reviewed|Serine/threonine-protein  kinase BRSK2|taxID:10116
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.5   0.5   4.9e-06   6.5e-06       1      13 []     138     150 ..     138     150 .. 0.96

  Alignments for each domain:
  == domain 1  score: 23.5 bits;  conditional E-value: 4.9e-06
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               i+HRDlKPeN+Ll
  D3ZML2|reviewed|Serine/threonine-protein 138 ICHRDLKPENLLL 150
                                               89**********8 PP

>> Q9LK43|reviewed|Receptor-like  kinase TMK4|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.9   0.5   3.7e-06     5e-06       1      13 []     703     715 ..     703     715 .. 0.95

  Alignments for each domain:
  == domain 1  score: 23.9 bits;  conditional E-value: 3.7e-06
                        PS00108   1 iiHRDlKPeNiLl 13 
                                    +iHRDlKP+NiLl
  Q9LK43|reviewed|Receptor-like 703 FIHRDLKPSNILL 715
                                    79**********8 PP

>> Q9Z335|reviewed|Serine/threonine-protein  kinase SBK1|taxID:10116
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.5   0.4   5.1e-06   6.8e-06       2      13 .]     171     182 ..     170     182 .. 0.93

  Alignments for each domain:
  == domain 1  score: 23.5 bits;  conditional E-value: 5.1e-06
                                   PS00108   2 iHRDlKPeNiLl 13 
                                               +HRD+KPeN+Ll
  Q9Z335|reviewed|Serine/threonine-protein 171 VHRDIKPENVLL 182
                                               9**********8 PP

>> Q8QZX0|reviewed|Serine/threonine-protein  kinase SBK1|taxID:10090
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.5   0.4   5.1e-06   6.8e-06       2      13 .]     171     182 ..     170     182 .. 0.93

  Alignments for each domain:
  == domain 1  score: 23.5 bits;  conditional E-value: 5.1e-06
                                   PS00108   2 iHRDlKPeNiLl 13 
                                               +HRD+KPeN+Ll
  Q8QZX0|reviewed|Serine/threonine-protein 171 VHRDIKPENVLL 182
                                               9**********8 PP

>> F4JBP3|reviewed|Serine/threonine-protein  kinase ATG1b|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.3   0.6     6e-06     8e-06       1      13 []     138     150 ..     138     150 .. 0.97

  Alignments for each domain:
  == domain 1  score: 23.3 bits;  conditional E-value: 6e-06
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               iiHRDlKP+N+Ll
  F4JBP3|reviewed|Serine/threonine-protein 138 IIHRDLKPQNLLL 150
                                               9***********8 PP

>> O43948|reviewed|Eukaryotic  translation initiation factor 2-alpha kinase PK4|taxID:5833
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   22.8   0.2   8.3e-06   1.1e-05       1      13 []     882     894 ..     882     894 .. 0.93

  Alignments for each domain:
  == domain 1  score: 22.8 bits;  conditional E-value: 8.3e-06
                     PS00108   1 iiHRDlKPeNiLl 13 
                                 +iHRDlKPeNi++
  O43948|reviewed|Eukaryotic 882 FIHRDLKPENIFV 894
                                 79*********96 PP

>> Q8TDR2|reviewed|Serine/threonine-protein  kinase 35|taxID:9606
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.5   2.3   5.1e-06   6.9e-06       1      13 []     356     368 ..     356     368 .. 0.96

  Alignments for each domain:
  == domain 1  score: 23.5 bits;  conditional E-value: 5.1e-06
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               i+HRDlKP+NiL+
  Q8TDR2|reviewed|Serine/threonine-protein 356 IVHRDLKPDNILI 368
                                               9***********8 PP

>> Q5ZIU3|reviewed|Dual  specificity tyrosine-phosphorylation-regulated kinase 2|taxID:9031
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.3   1.2   5.7e-06   7.6e-06       1      13 []     269     281 ..     269     281 .. 0.97

  Alignments for each domain:
  == domain 1  score: 23.3 bits;  conditional E-value: 5.7e-06
               PS00108   1 iiHRDlKPeNiLl 13 
                           iiH+DlKPeNiLl
  Q5ZIU3|reviewed|Dual 269 IIHCDLKPENILL 281
                           9***********8 PP

>> B2DD29|reviewed|Serine/threonine-protein  kinase BRSK1|taxID:10116
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.5   0.5   5.2e-06     7e-06       1      13 []     152     164 ..     152     164 .. 0.96

  Alignments for each domain:
  == domain 1  score: 23.5 bits;  conditional E-value: 5.2e-06
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               i+HRDlKPeN+Ll
  B2DD29|reviewed|Serine/threonine-protein 152 ICHRDLKPENLLL 164
                                               89**********8 PP

>> Q52WX2|reviewed|Serine/threonine-protein  kinase SBK1|taxID:9606
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.5   0.4   5.2e-06     7e-06       2      13 .]     171     182 ..     170     182 .. 0.93

  Alignments for each domain:
  == domain 1  score: 23.5 bits;  conditional E-value: 5.2e-06
                                   PS00108   2 iHRDlKPeNiLl 13 
                                               +HRD+KPeN+Ll
  Q52WX2|reviewed|Serine/threonine-protein 171 VHRDIKPENVLL 182
                                               9**********8 PP

>> Q8TDC3|reviewed|Serine/threonine-protein  kinase BRSK1|taxID:9606
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.5   0.5   5.2e-06     7e-06       1      13 []     152     164 ..     152     164 .. 0.96

  Alignments for each domain:
  == domain 1  score: 23.5 bits;  conditional E-value: 5.2e-06
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               i+HRDlKPeN+Ll
  Q8TDC3|reviewed|Serine/threonine-protein 152 ICHRDLKPENLLL 164
                                               89**********8 PP

>> Q5RJI5|reviewed|Serine/threonine-protein  kinase BRSK1|taxID:10090
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.5   0.5   5.2e-06     7e-06       1      13 []     152     164 ..     152     164 .. 0.96

  Alignments for each domain:
  == domain 1  score: 23.5 bits;  conditional E-value: 5.2e-06
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               i+HRDlKPeN+Ll
  Q5RJI5|reviewed|Serine/threonine-protein 152 ICHRDLKPENLLL 164
                                               89**********8 PP

>> Q8SR86|reviewed|Cyclin-dependent  kinase 1|taxID:284813
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.0   0.2   7.1e-06   9.5e-06       1      13 []     126     138 ..     126     138 .. 0.94

  Alignments for each domain:
  == domain 1  score: 23.0 bits;  conditional E-value: 7.1e-06
                           PS00108   1 iiHRDlKPeNiLl 13 
                                       i HRDlKP+NiL+
  Q8SR86|reviewed|Cyclin-dependent 126 IFHRDLKPQNILV 138
                                       78**********7 PP

>> W0LYS5|reviewed|Calcium/calmodulin-dependent  protein kinase type 1|taxID:159736
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.3   0.2   5.7e-06   7.7e-06       1      12 [.     149     160 ..     149     161 .. 0.93

  Alignments for each domain:
  == domain 1  score: 23.3 bits;  conditional E-value: 5.7e-06
                                       PS00108   1 iiHRDlKPeNiL 12 
                                                   ++HRDlKPeN+L
  W0LYS5|reviewed|Calcium/calmodulin-dependent 149 VVHRDLKPENLL 160
                                                   79*********9 PP

>> P11837|reviewed|G2-specific  protein kinase nimA|taxID:227321
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.2   0.6   6.1e-06   8.2e-06       1      13 []     162     174 ..     162     174 .. 0.95

  Alignments for each domain:
  == domain 1  score: 23.2 bits;  conditional E-value: 6.1e-06
                      PS00108   1 iiHRDlKPeNiLl 13 
                                  i+HRDlKPeNi+l
  P11837|reviewed|G2-specific 162 ILHRDLKPENIFL 174
                                  89*********98 PP

>> Q5Z7J0|reviewed|Shaggy-related  protein kinase GSK4|taxID:39947
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.4   0.1   5.4e-06   7.3e-06       1      13 []     192     204 ..     192     204 .. 0.94

  Alignments for each domain:
  == domain 1  score: 23.4 bits;  conditional E-value: 5.4e-06
                         PS00108   1 iiHRDlKPeNiLl 13 
                                     ++HRD+KP+NiL+
  Q5Z7J0|reviewed|Shaggy-related 192 VCHRDIKPQNILV 204
                                     79**********7 PP

>> P22612|reviewed|cAMP-dependent  protein kinase catalytic subunit gamma|taxID:9606
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.3   1.2     6e-06     8e-06       1      13 []     163     175 ..     163     175 .. 0.93

  Alignments for each domain:
  == domain 1  score: 23.3 bits;  conditional E-value: 6e-06
                         PS00108   1 iiHRDlKPeNiLl 13 
                                     +iHRDlKPeN+L+
  P22612|reviewed|cAMP-dependent 163 LIHRDLKPENLLI 175
                                     59**********7 PP

>> C0HKC8|reviewed|Sperm  motility kinase 3A|taxID:10090
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.3   0.9   5.9e-06   7.9e-06       1      13 []     143     155 ..     143     155 .. 0.95

  Alignments for each domain:
  == domain 1  score: 23.3 bits;  conditional E-value: 5.9e-06
                PS00108   1 iiHRDlKPeNiLl 13 
                            i+HRDlKP+Ni++
  C0HKC8|reviewed|Sperm 143 IVHRDLKPDNIMV 155
